instructor,title,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,description,platform
University of Colorado Boulder,Advanced Business Analytics,"{"" Data Analysis"","" Business Analysis"","" Exploratory Data Analysis"","" Statistical Analysis"","" Data Management"","" Probability & Statistics"","" Data Model"","" Decision Making"","" Data Analysis Software"","" General Statistics"","" Statistical Visualization"","" Data Visualization"","" Correlation And Dependence"","" Mathematics"","" Regression"","" Business Intelligence"","" Mathematical Theory & Analysis"","" Business Communication"","" Communication"","" Data Structures"","" Databases"","" Plot (Graphics)"","" Database Application"","" Extract"","" Transform"","" Load"","" SQL"","" Machine Learning""}",4.6,5k,Intermediate , Specialization ,90.0,False,"Advanced Business Analytics by University of Colorado Boulder is a intermediate-level online program designed to teach key skills such as Data Analysis, Business Analysis, Exploratory Data Analysis, Statistical Analysis, Data Management, Probability & Statistics, Data Model, Decision Making, Data Analysis Software, General Statistics, Statistical Visualization, Data Visualization, Correlation And Dependence, Mathematics, Regression, Business Intelligence, Mathematical Theory & Analysis, Business Communication, Communication, Data Structures, Databases, Plot (Graphics), Database Application, Extract, Transform, Load, SQL, Machine Learning. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
"University of California, Davis",Fundamentals of GIS,"{"" ArcGIS"","" Data Visualization"","" GIS Software"","" Data Visualization Software"","" Databases"","" Geovisualization"","" Interactive Data Visualization""}",4.8,5.4k,Beginner , Course ,25.0,False,"Fundamentals of GIS by University of California, Davis is a beginner-level online program designed to teach key skills such as ArcGIS, Data Visualization, GIS Software, Data Visualization Software, Databases, Geovisualization, Interactive Data Visualization. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IE Business School,Making Architecture,"{"" Creativity""}",4.8,1.3k,Beginner , Course ,25.0,False,Making Architecture by IE Business School is a beginner-level online program designed to teach key skills such as Creativity. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.,COURSERA
University of Geneva,Développement psychologique de l'enfant,"{""(641 reviews)""}",4.9,641,Beginner , Course ,40.0,False,Développement psychologique de l'enfant by University of Geneva is a beginner-level online program designed to teach key skills such as (641 reviews). The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
DeepLearning.AI,Natural Language Processing with Attention Models,"{"" Artificial Neural Networks"","" Deep Learning"","" Natural Language Processing"","" Machine Learning"","" Python Programming"","" Statistical Programming""}",4.4,931,Intermediate , Course ,25.0,False,"Natural Language Processing with Attention Models by DeepLearning.AI is a intermediate-level online program designed to teach key skills such as Artificial Neural Networks, Deep Learning, Natural Language Processing, Machine Learning, Python Programming, Statistical Programming. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Virginia,How Things Work: An Introduction to Physics,"{"" Critical Thinking"","" Experiment"","" Problem Solving"","" Angular"","" Mathematical Theory & Analysis"","" Scientific Visualization"","" Deep Learning"","" Feature Engineering"","" Reinforcement Learning""}",4.8,2.8k,Intermediate , Course ,40.0,False,"How Things Work: An Introduction to Physics by University of Virginia is a intermediate-level online program designed to teach key skills such as Critical Thinking, Experiment, Problem Solving, Angular, Mathematical Theory & Analysis, Scientific Visualization, Deep Learning, Feature Engineering, Reinforcement Learning. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Aspectos básicos del diseño de la experiencia del usuario,"{"" Research and Design"","" User Experience"","" User Experience Design"","" Leadership and Management"","" Persona Research"","" Collaboration"","" Communication"","" Graphic Design"","" User Research"","" Visual Design""}",4.9,2.6k,Beginner , Course ,25.0,False,"Aspectos básicos del diseño de la experiencia del usuario by Google is a beginner-level online program designed to teach key skills such as Research and Design, User Experience, User Experience Design, Leadership and Management, Persona Research, Collaboration, Communication, Graphic Design, User Research, Visual Design. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Illinois at Urbana-Champaign,Object-Oriented Data Structures in C++,"{"" C Programming Language Family"","" Computer Programming"","" Data Structures"","" Theoretical Computer Science""}",4.7,2.9k,Intermediate , Course ,25.0,False,"Object-Oriented Data Structures in C++ by University of Illinois at Urbana-Champaign is a intermediate-level online program designed to teach key skills such as C Programming Language Family, Computer Programming, Data Structures, Theoretical Computer Science. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Pennsylvania,Entrepreneurship 1: Developing the Opportunity,"{"" Entrepreneurship"","" Planning"","" Strategy"","" Business Design"","" Business Development"","" Critical Thinking"","" Innovation"","" Market Research"","" Product Strategy"","" User Research""}",4.8,4.1k,Mixed , Course ,40.0,False,"Entrepreneurship 1: Developing the Opportunity by University of Pennsylvania is a mixed-level online program designed to teach key skills such as Entrepreneurship, Planning, Strategy, Business Design, Business Development, Critical Thinking, Innovation, Market Research, Product Strategy, User Research. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Case Western Reserve University,Inspired Leadership,"{"" Leadership and Management"","" Communication"","" Emotional Intelligence"","" Leadership Development"","" Influencing"","" Human Resources"","" Change Management"","" Critical Thinking"","" Business Psychology"","" Organizational Development"","" Strategy"","" Collaboration"","" Entrepreneurship"","" Human Learning"","" Professional Development"","" Strategy and Operations"","" Marketing"","" People Analysis"","" Negotiation""}",4.7,2.3k,Intermediate , Specialization ,90.0,False,"Inspired Leadership by Case Western Reserve University is a intermediate-level online program designed to teach key skills such as Leadership and Management, Communication, Emotional Intelligence, Leadership Development, Influencing, Human Resources, Change Management, Critical Thinking, Business Psychology, Organizational Development, Strategy, Collaboration, Entrepreneurship, Human Learning, Professional Development, Strategy and Operations, Marketing, People Analysis, Negotiation. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
